date,sample_return,lw_return,sample_excess_return,lw_excess_return,sample_cum,lw_cum,ew_return,vw_return,pw_return,ew_excess_return,vw_excess_return,pw_excess_return,ew_cum,vw_cum,pw_cum
2018-02-28,-0.08020452258686846,-0.07028524303764584,-0.0813045225886647,-0.07138524303764586,0.9197954774131315,0.9297147569623542,-0.027937674698795156,-0.029928830506844806,-0.021350395671957734,-0.029037674698795157,-0.031028830506844806,-0.022450395671957734,0.9720623253012048,0.9700711694931552,0.9786496043280423
2018-03-31,-0.0010914932508198226,-0.0036701531367049987,-0.002291493790361498,-0.004870153136704997,0.9187915268574005,0.9263025614308478,-0.023521144578313224,-0.03278808401057809,-0.03405235108858451,-0.024721144578313224,-0.03398808401057809,-0.03525235108858451,0.9491983068086639,0.9382643944915738,0.9453242844087595
2018-04-30,0.011567752736196497,0.007547413347791165,0.010167751735102457,0.0061474133477911665,0.9294198800561995,0.933293749747084,0.0015158433734938637,0.0059339717049615714,0.011295811177454818,0.00011584337349386368,0.004533971704961571,0.009895811177454817,0.9506371427721714,0.9438320288602597,0.9560024890269034
2018-05-31,-0.01556547602196367,-0.0039961179887826066,-0.01696547714021152,-0.005396117988782605,0.9149530171988484,0.9295641978049013,0.037018072289156656,0.03347722476362547,0.0428620609606396,0.03561807228915666,0.03207722476362547,0.041462060960639605,0.9858278972440689,0.9754289058295234,0.9969787259900977
2018-06-30,-0.0003092781345098092,0.013474368756160884,-0.0017092791957506368,0.012074368756160884,0.914670042236525,0.9420894885886495,0.002667325301204615,0.006069255822797048,0.011365418789886617,0.001267325301204615,0.004669255822797048,0.009965418789886616,0.9884574209370214,0.9813490333959537,1.008309806735583
2018-07-31,-0.014770929922935834,0.010477905789333294,-0.016370931022121327,0.008877905789333292,0.9011595151400406,0.9519606134952027,0.04408812048192745,0.04576721516165816,0.04014393022812701,0.042488120481927454,0.04416721516165816,0.038543930228127014,1.032036650802548,1.0262626457560715,1.0487873252655124
2018-08-31,0.06575625378617082,0.04315948185360723,0.0641562526874022,0.04155948185360724,0.9604163889194117,0.9930467403186977,0.03871255421686759,0.046305215275828315,0.0463703672839606,0.03711255421686759,0.04470521527582832,0.0447703672839606,1.071989425600536,1.0737839584973476,1.097419978740837
2018-09-30,-0.003144472775720342,-0.005470604621400244,-0.004644473950957243,-0.006970604621400241,0.957396385731099,0.9876141742318437,0.009001084337349363,0.008666617628481088,0.0010840305573602826,0.007501084337349364,0.0071666176284810885,-0.0004159694426397174,1.0816384928291132,1.083090033481241,1.0986096155320497
2018-10-31,-0.0028932216970846553,-0.0017564148917562491,-0.004793222777485128,-0.0036564148917562385,0.9546264257351914,0.9858795139889134,-0.06611898795180726,-0.06262509237482405,-0.09229069676152102,-0.06801898795180726,-0.06452509237482405,-0.09419069676152102,1.0101216503535342,1.015261420084227,0.9972181686456901
2018-11-30,0.004279574702204311,0.01113858444782925,0.0024795735935120517,0.009338584447829243,0.9587118208368236,0.9968608162108639,0.02658122891566239,0.01406261783652174,0.02461282635274875,0.024781228915662392,0.01226261783652174,0.02281282635274875,1.0369719251742482,1.0295386534390358,1.0217625262663725
2018-12-31,-0.06297127812690528,-0.07001895484447283,-0.06487127812690528,-0.07191895484447283,0.8983405121233562,0.927061663734371,-0.0827889036144579,-0.08722196728351228,-0.08131527533100635,-0.0846889036144579,-0.08912196728351228,-0.08321527533100635,0.9511221564100985,0.939740266691665,0.9386776251201179
2019-01-31,0.06054007043979883,0.061963352592382274,0.05844007043979882,0.05986335259238229,0.9527261100062292,0.9845055124792244,0.08627916867469865,0.06977504988695649,0.0890419441739414,0.08417916867469864,0.06767504988695648,0.0869419441739414,1.0331841853732484,1.0053106906808578,1.0222593058133913
2019-02-28,0.03236759149053383,0.048467889021208015,0.030567590597246824,0.046667889021208,0.9835635595372763,1.032222416398835,0.04958078313252989,0.03789897002168319,0.037338656669749115,0.04778078313252989,0.036098970021683184,0.03553865666974911,1.084410266404199,1.0434109304094492,1.0604290950606137
2019-03-31,-0.0207592335369053,-0.006150563683513571,-0.022659234384655058,-0.008050563683513567,0.9631455339064521,1.0258736666912236,0.01860659036144585,0.027351440331690124,0.027329275439140988,0.016706590361445853,0.025451440331690126,0.02542927543914099,1.1045874440149284,1.0719497222139764,1.0894098538832042
2019-04-30,0.0584180831572668,0.04237665385443668,0.05631808227180799,0.040276653854436684,1.0194106497987492,1.0693467599629793,0.039270783132530074,0.04148931663432509,0.03217777310759784,0.037170783132530076,0.03938931663432509,0.03007777310759784,1.1479654579797542,1.1164241836549889,1.1244646369826392
2019-05-31,-0.02584900555416543,-0.03727903324562816,-0.027949006510363413,-0.03937903324562816,0.9930598982501259,1.0294825465472146,-0.073683638554217,-0.0656809911299705,-0.07861733455227926,-0.075783638554217,-0.0677809911299705,-0.08071733455227927,1.0633791861012478,1.043096336751061,1.036062224424768
2019-06-30,0.043861985806712106,0.053778818804228946,0.04206198506249923,0.05197881880422894,1.036617477412388,1.0848469018800935,0.07637512048192763,0.06964524140142525,0.06376429141741036,0.07457512048192763,0.06784524140142525,0.061964291417410354,1.1445948995577047,1.115743032929031,1.1021259980295592
2019-07-31,0.004085018574554676,0.00905848915918583,0.0021850178763404707,0.0071584891591858334,1.0408520790623257,1.0946739757801507,0.02189306024096349,0.01944002345024587,0.027418883840627073,0.019993060240963492,0.01754002345024587,0.025518883840627074,1.169653584645221,1.1374331036536198,1.1323450627472669
2019-08-31,-0.06041251760725087,-0.028333346240145846,-0.062012518248777106,-0.02993334624014585,0.9779715845094292,1.0636581990042946,-0.02087185542168679,-0.01662274993108037,-0.021284407109550374,-0.022471855421686792,-0.018222749931080372,-0.022884407109550375,1.145240744133048,1.1185258376082532,1.1082437694432647
