strategy,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,var_95,cvar_95,max_drawdown,calmar_ratio,hit_ratio,skewness,excess_kurtosis,tracking_error_vs_other
sample,0.13763763994851153,0.1668204997983935,0.6583738746238079,1.0306872877590065,0.07643220882831307,0.09310542425010832,0.26206320249414927,0.5252078072715469,0.6385542168674698,-0.2841818970421209,-0.1805064391964306,0.011547689910605459
ledoit_wolf,0.1436319877382255,0.165424061063451,0.6960504147143287,1.0914985065107887,0.07657550834996264,0.09328096950430984,0.2543486526447918,0.5647051252078515,0.6385542168674698,-0.32531048467676565,-0.15369590966787472,0.011547689910605459
